Date,Team,Result,Odds,My_Prob,Vegas_Prob,Edge,Bet_Pct,Bet_Amt,Profit,Bankroll
2022-04-09,SAS,LOSS,250.0,37.1%,28.6%,8.6%,1.0%,$152.25,-152.2457850007893,15072.332715078142
2022-04-09,IND,LOSS,700.0,15.8%,12.5%,3.3%,0.6%,$85.63,-85.6322229861865,14986.700492091955
2022-04-09,SAC,LOSS,500.0,20.6%,16.7%,3.9%,0.7%,$105.35,-105.34666970262327,14881.353822389332
2022-04-10,NOP,LOSS,240.0,34.7%,29.4%,5.3%,1.0%,$148.81,-148.81353822389332,14732.54028416544
2022-04-10,POR,LOSS,1100.0,20.1%,8.3%,11.8%,1.0%,$147.33,-147.3254028416544,14585.214881323785
2022-04-10,MIN,LOSS,-300.0,76.7%,75.0%,1.7%,1.1%,$152.08,-152.08214135163888,14433.132739972147
2022-04-10,HOU,LOSS,550.0,20.8%,15.4%,5.4%,1.0%,$137.91,-137.90845434603014,14295.224285626116
2022-04-10,SAS,LOSS,400.0,25.4%,20.0%,5.4%,1.0%,$142.95,-142.95224285626117,14152.272042769855
2022-04-10,MIL,LOSS,320.0,36.1%,23.8%,12.3%,1.0%,$141.52,-141.52272042769854,14010.749322342157
2022-04-10,IND,LOSS,1000.0,15.5%,9.1%,6.4%,1.0%,$140.11,-140.10749322342159,13870.641829118735
2022-10-18,GSW,WIN,-310.0,80.0%,75.6%,4.4%,2.7%,$374.93,120.94634934014643,13991.588178458882
2022-10-18,BOS,WIN,-155.0,72.1%,60.8%,11.3%,2.9%,$419.75,270.80493248630086,14262.393110945182
2022-10-19,CHA,WIN,-120.0,64.6%,54.5%,10.1%,2.9%,$427.87,356.5598277736296,14618.952938718812
2022-10-19,OKC,LOSS,475.0,19.9%,17.4%,2.6%,0.5%,$67.87,-67.86651519572142,14551.086423523091
2022-10-19,DAL,LOSS,160.0,40.0%,38.5%,1.6%,0.4%,$55.64,-55.639556598661834,14495.446866924429
2022-10-19,PHX,WIN,-180.0,73.5%,64.3%,9.2%,3.0%,$434.86,241.59078111540717,14737.037648039835
2022-10-19,POR,WIN,140.0,55.8%,41.7%,14.1%,2.9%,$442.11,618.9555812176731,15355.993229257509
2022-10-19,SAC,LOSS,-160.0,73.3%,61.5%,11.7%,3.1%,$460.68,-460.67979687772527,14895.313432379784
